Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Armorsmithing,,,3x,Lakh Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lakh Varnish,,
Armorsmithing,,,1x,Lichstone Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lichstone Enamel,,
Armorsmithing,Mastered Bronzewood Ward Isigqoko,#N/A,2x,Hardened Bronzewood,1x,Mastered Bronzewood Ward Isigqoko,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Armorsmithing II,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Bronzewood,2,Feathered Ornament,2,Brilliant Bead,3,Lichstone Enamel,1,,,0,0,0,0,-999,0,Mastered Bronzewood Ward Isigqoko,1,0,0,0,Armorsmithing,Mastered Bronzewood Ward Isigqoko,,Chultan Masterwork - Armorsmithing II,Hardened Bronzewood,Mastered Bronzewood Ward Isigqoko,No
Armorsmithing,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Feathered Ornament,,
Armorsmithing,,,3x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Brilliant Bead,,
Armorsmithing,,,1x,Lichstone Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lichstone Enamel,,
Armorsmithing,Mastered Bronzewood Ward Umqhele,#N/A,2x,Hardened Bronzewood,1x,Mastered Bronzewood Ward Umqhele,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Armorsmithing II,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Bronzewood,2,Feathered Ornament,2,Lakh Varnish,3,Lichstone Enamel,1,,,0,0,0,0,-999,0,Mastered Bronzewood Ward Umqhele,1,0,0,0,Armorsmithing,Mastered Bronzewood Ward Umqhele,,Chultan Masterwork - Armorsmithing II,Hardened Bronzewood,Mastered Bronzewood Ward Umqhele,No
Armorsmithing,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Feathered Ornament,,
Armorsmithing,,,3x,Lakh Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lakh Varnish,,
Armorsmithing,,,1x,Lichstone Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lichstone Enamel,,
Armorsmithing,Mastered Bronzewood Cuauhchimalli,#N/A,3x,Living Bronzewood,1x,Mastered Bronzewood Cuauhchimalli,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Armorsmithing II,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Living Bronzewood,3,Hardened Bronzewood,4,Lion Fur,2,Lacquered Dinosaur Leather,1,,,0,0,0,0,-999,0,Mastered Bronzewood Cuauhchimalli,1,0,0,0,Armorsmithing,Mastered Bronzewood Cuauhchimalli,,Chultan Masterwork - Armorsmithing II,Living Bronzewood,Mastered Bronzewood Cuauhchimalli,No
Armorsmithing,,,4x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Hardened Bronzewood,,
Armorsmithing,,,2x,Lion Fur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lion Fur,,
Armorsmithing,,,1x,Lacquered Dinosaur Leather,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered Dinosaur Leather,,
Armorsmithing,Mastered Bronzewood Mahuizzochimalli,#N/A,3x,Living Bronzewood,1x,Mastered Bronzewood Mahuizzochimalli,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Armorsmithing II,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Living Bronzewood,3,Obsidian Shard,4,Feathered Ornament,2,Lion Fur,1,,,0,0,0,0,-999,0,Mastered Bronzewood Mahuizzochimalli,1,0,0,0,Armorsmithing,Mastered Bronzewood Mahuizzochimalli,,Chultan Masterwork - Armorsmithing II,Living Bronzewood,Mastered Bronzewood Mahuizzochimalli,No
Armorsmithing,,,4x,Obsidian Shard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Obsidian Shard,,
Armorsmithing,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Feathered Ornament,,
Armorsmithing,,,1x,Lion Fur,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lion Fur,,
Armorsmithing,Feywood Lumber,#N/A,12x,Feywood Log,4x,Feywood Lumber,1400,1400,77.00%,9.36%,"28,600","35,169",No AH value,,,3.3000,Yes,Sharandar Masterwork - Armorsmithing,,1.65,100,3.3,0,0.77,0.09357142857,28600,No AH value,78.39%,23.00%,69.80%,7.21%,1.80%,17.45%,6.90%,"197,340",0,0,0,0,,Feywood Log,12,Soulfire Flies,1,,,,,,,27600,1000,-999,-999,-999,28600,Feywood Lumber,4,0,0,0,Armorsmithing,Feywood Lumber,,Sharandar Masterwork - Armorsmithing,Feywood Log,Feywood Lumber,Yes
Armorsmithing,,,1x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Soulfire Flies,,
Armorsmithing,Hardened Feywood,#N/A,4x,Feywood Lumber,2x,Hardened Feywood,1400,1400,77.00%,9.36%,0,0,No AH value,,,3.3000,Yes,Sharandar Masterwork - Armorsmithing,,1.65,100,3.3,0,0.77,0.09357142857,0,No AH value,78.39%,23.00%,69.80%,7.21%,1.80%,17.45%,6.90%,0,0,0,0,0,,Feywood Lumber,4,Ears 'n Tears,1,,,,,,,0,0,-999,-999,-999,0,Hardened Feywood,2,0,0,0,Armorsmithing,Hardened Feywood,,Sharandar Masterwork - Armorsmithing,Feywood Lumber,Hardened Feywood,Yes
Armorsmithing,,,1x,Ears 'N Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Ears 'n Tears,,
Armorsmithing,Commissioned Finger Bow Releases,#N/A,2x,Feywood Lumber,1x,Commissioned Finger Bow Releases,1400,1400,77.00%,9.36%,"32,500","39,965",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,32500,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"224,250",0,0,0,0,,Feywood Lumber,2,Elm Lumber,2,Hardened Blight Bark,2,Shard of Dawn's Light,1,Soulfire Flies,1,0,0,1500,30000,1000,32500,Commissioned Finger Bow Releases,1,0,0,0,Armorsmithing,Commissioned Finger Bow Releases,,Sharandar Masterwork - Armorsmithing,Feywood Lumber,Commissioned Finger Bow Releases,No
Armorsmithing,,,2x,Elm Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Elm Lumber,,
Armorsmithing,,,2x,Hardened Blight Bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Hardened Blight Bark,,
Armorsmithing,,,1x,Shard of Dawn's Light,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Shard of Dawn's Light,,
Armorsmithing,,,1x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Soulfire Flies,,
Armorsmithing,Commissioned Livingwood Bolts,#N/A,6x,Silvertongue Moss,1x,Commissioned Livingwood Bolts,1400,1400,77.00%,9.36%,"147,400","181,258",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,147400,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"1,017,060",0,0,0,0,,Silvertongue Moss,6,Shard of Dawn's Light,4,Corpse Flower Thorn,2,Shattered Snowflakes,1,Salt-Marsh Crystal,1,20400,120000,2000,5000,0,147400,Commissioned Livingwood Bolts,1,0,0,0,Armorsmithing,Commissioned Livingwood Bolts,,Sharandar Masterwork - Armorsmithing,Silvertongue Moss,Commissioned Livingwood Bolts,No
Armorsmithing,,,4x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Shard of Dawn's Light,,
Armorsmithing,,,2x,Corpse Flower Thorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Corpse Flower Thorn,,
Armorsmithing,,,1x,Shattered Snowflakes,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Shattered Snowflakes,,
Armorsmithing,,,1x,Salt-Marsh Crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Salt-Marsh Crystal,,
Armorsmithing,Commissioned Livingwood Quiver,#N/A,4x,Silvertongue Moss,1x,Commissioned Livingwood Quiver,1400,1400,77.00%,9.36%,"374,100","460,031",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,374100,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"2,581,290",0,0,0,0,,Silvertongue Moss,4,Displacer Beast's Whisker,4,Shade Leaves,2,Feywood Lumber,2,Ears 'n Tears,2,13600,360000,500,0,0,374100,Commissioned Livingwood Quiver,1,0,0,0,Armorsmithing,Commissioned Livingwood Quiver,,Sharandar Masterwork - Armorsmithing,Silvertongue Moss,Commissioned Livingwood Quiver,No
Armorsmithing,,,4x,Displacer Beast's Whisker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Displacer Beast's Whisker,,
Armorsmithing,,,2x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Shade Leaves,,
Armorsmithing,,,2x,Feywood Lumber,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Feywood Lumber,,
Armorsmithing,,,2x,Ears 'N Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Ears 'n Tears,,
Armorsmithing,Commissioned Shieldings,#N/A,8x,Shard of Dawn's Light,1x,Commissioned Shieldings,1400,1400,77.00%,9.36%,"248,300","305,335",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,248300,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"1,713,270",0,0,0,0,,Shard of Dawn's Light,8,Copper Ingot,2,Silvertongue Moss,2,Hardened Blight Bark,2,Salt-Marsh Crystal,1,240000,0,6800,1500,0,248300,Commissioned Shieldings,1,0,0,0,Armorsmithing,Commissioned Shieldings,,Sharandar Masterwork - Armorsmithing,Shard of Dawn's Light,Commissioned Shieldings,No
Armorsmithing,,,2x,Copper Ingot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Copper Ingot,,
Armorsmithing,,,2x,Silvertongue Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Silvertongue Moss,,
Armorsmithing,,,2x,Hardened Blight Bark,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Hardened Blight Bark,,
Armorsmithing,,,1x,Salt-Marsh Crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Salt-Marsh Crystal,,
Armorsmithing,Commissioned Spiked Trap,#N/A,4x,Hardened Feywood,1x,Commissioned Spiked Trap,1400,1400,77.00%,9.36%,"4,000","4,919",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,4000,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"27,600",0,0,0,0,,Hardened Feywood,4,Feywood Lumber,1,Corpse Flower Thorn,4,Ears 'n Tears,2,,,0,0,4000,0,-999,4000,Commissioned Spiked Trap,1,0,0,0,Armorsmithing,Commissioned Spiked Trap,,Sharandar Masterwork - Armorsmithing,Hardened Feywood,Commissioned Spiked Trap,No
Armorsmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Feywood Lumber,,
Armorsmithing,,,4x,Corpse Flower Thorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Corpse Flower Thorn,,
Armorsmithing,,,2x,Ears 'N Tears,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Ears 'n Tears,,
Armorsmithing,Commissioned Support Braces,#N/A,1x,Hardened Blight Bark,1x,Commissioned Support Braces,1400,1400,77.00%,9.36%,"62,750","77,164",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,62750,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"432,975",0,0,0,0,,Hardened Blight Bark,1,Shard of Dawn's Light,2,Soulfire Flies,2,Silver Vines,1,Dawn's Silver Enamel,1,750,60000,2000,0,0,62750,Commissioned Support Braces,1,0,0,0,Armorsmithing,Commissioned Support Braces,,Sharandar Masterwork - Armorsmithing,Hardened Blight Bark,Commissioned Support Braces,No
Armorsmithing,,,2x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Shard of Dawn's Light,,
Armorsmithing,,,2x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Soulfire Flies,,
Armorsmithing,,,1x,Silver Vines,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Silver Vines,,
Armorsmithing,,,1x,Dawn's Silver Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
Armorsmithing,Commissioned Trap Wires,#N/A,6x,Silvertongue Moss,1x,Commissioned Trap Wires,1400,1400,77.00%,9.36%,"27,000","33,202",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,27000,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"186,300",0,0,0,0,,Silvertongue Moss,6,Corpse Flower Thorn,3,Troll's Earwax Resin,2,Frozen Dawn's Dew,1,,,20400,3000,3600,0,-999,27000,Commissioned Trap Wires,1,0,0,0,Armorsmithing,Commissioned Trap Wires,,Sharandar Masterwork - Armorsmithing,Silvertongue Moss,Commissioned Trap Wires,No
Armorsmithing,,,3x,Corpse Flower Thorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Corpse Flower Thorn,,
Armorsmithing,,,2x,Troll's Earwax Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Troll's Earwax Resin,,
Armorsmithing,,,1x,Frozen Dawn's Dew,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Frozen Dawn's Dew,,
Armorsmithing,Commissioned Spider Barding,#N/A,3x,Feywood Lumber,1x,Commissioned Spider Barding,1400,1400,77.00%,9.36%,"2,000","2,459",No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,2000,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,"13,800",0,0,0,0,,Feywood Lumber,3,Lacquered 'Aged' Leather,2,Soulfire Flies,2,Dawn's Silver Enamel,2,,,0,0,2000,0,-999,2000,Commissioned Spider Barding,1,0,0,0,Armorsmithing,Commissioned Spider Barding,,Sharandar Masterwork - Armorsmithing,Feywood Lumber,Commissioned Spider Barding,No
Armorsmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered 'Aged' Leather,,
Armorsmithing,,,2x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Soulfire Flies,,
Armorsmithing,,,2x,Dawn's Silver Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
Armorsmithing,Feywood Buckler,#N/A,3x,Living Feywood,1x,Feywood Buckler,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Living Feywood,3,Silver Vines,4,Crystalline Ornament,2,Lacquered Leaves,1,,,0,0,0,0,-999,0,Feywood Buckler,1,0,0,0,Armorsmithing,Feywood Buckler,,Sharandar Masterwork - Armorsmithing,Living Feywood,Feywood Buckler,No
Armorsmithing,,,4x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Silver Vines,,
Armorsmithing,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Crystalline Ornament,,
Armorsmithing,,,1x,Lacquered Leaves,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered Leaves,,
Armorsmithing,Feywood Shield,#N/A,3x,Living Feywood,1x,Feywood Shield,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Living Feywood,3,Hardened Feywood,4,Lacquered Leaves,2,Lacquered 'Aged' Leather,1,,,0,0,0,0,-999,0,Feywood Shield,1,0,0,0,Armorsmithing,Feywood Shield,,Sharandar Masterwork - Armorsmithing,Living Feywood,Feywood Shield,No
Armorsmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Hardened Feywood,,
Armorsmithing,,,2x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered Leaves,,
Armorsmithing,,,1x,Lacquered 'Aged' Leather,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered 'Aged' Leather,,
Armorsmithing,Feywood Barbute,#N/A,2x,Hardened Feywood,1x,Feywood Barbute,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Feywood,2,Woven Fey Leaves,2,Beads of Light,3,Dawn's Silver Enamel,1,,,0,0,0,0,-999,0,Feywood Barbute,1,0,0,0,Armorsmithing,Feywood Barbute,,Sharandar Masterwork - Armorsmithing,Hardened Feywood,Feywood Barbute,No
Armorsmithing,,,2x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Woven Fey Leaves,,
Armorsmithing,,,3x,Beads of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Beads of Light,,
Armorsmithing,,,1x,Dawn's Silver Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
Armorsmithing,Feywood Breastplate,#N/A,4x,Hardened Feywood,1x,Feywood Breastplate,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Feywood,4,Lacquered 'Aged' Leather,2,Lacquered Leaves,2,Woven Fey Leaves,1,Dawn's Silver Enamel,1,0,0,0,0,0,0,Feywood Breastplate,1,0,0,0,Armorsmithing,Feywood Breastplate,,Sharandar Masterwork - Armorsmithing,Hardened Feywood,Feywood Breastplate,No
Armorsmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered 'Aged' Leather,,
Armorsmithing,,,2x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered Leaves,,
Armorsmithing,,,1x,Woven Fey Leaves,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Woven Fey Leaves,,
Armorsmithing,,,1x,Dawn's Silver Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
Armorsmithing,Feywood Sprouts,#N/A,2x,Hardened Feywood,1x,Feywood Sprouts,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Feywood,2,Crystalline Ornament,2,Fey Fibers,3,Dawn's Silver Enamel,1,,,0,0,0,0,-999,0,Feywood Sprouts,1,0,0,0,Armorsmithing,Feywood Sprouts,,Sharandar Masterwork - Armorsmithing,Hardened Feywood,Feywood Sprouts,No
Armorsmithing,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Crystalline Ornament,,
Armorsmithing,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Fey Fibers,,
Armorsmithing,,,1x,Dawn's Silver Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
Armorsmithing,Feywood Wetboots,#N/A,2x,Hardened Feywood,1x,Feywood Wetboots,1400,1400,77.00%,9.36%,0,0,No AH value,,,10.0000,No,Sharandar Masterwork - Armorsmithing,,5,100,10,0,0.77,0.09357142857,0,No AH value,77.00%,23.00%,69.80%,7.21%,0.00%,0.00%,6.90%,0,0,0,0,0,,Hardened Feywood,2,Crystalline Ornament,2,Lacquered 'Aged' Leather,3,Dawn's Silver Enamel,1,,,0,0,0,0,-999,0,Feywood Wetboots,1,0,0,0,Armorsmithing,Feywood Wetboots,,Sharandar Masterwork - Armorsmithing,Hardened Feywood,Feywood Wetboots,No
Armorsmithing,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Crystalline Ornament,,
Armorsmithing,,,3x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Lacquered 'Aged' Leather,,
Armorsmithing,,,1x,Dawn's Silver Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Dawn's Silver Enamel,,
